Orthogroup	Cx_molestus	Cx_pallens	Cx_pipiens	Cx_quinquefasciatus	Cx_tarsalis	ingroup_count	compartment
OG0010845	1	1	0	1	1	3	shell
OG0010846	1	1	1	1	0	4	core
OG0010847	1	1	1	1	0	4	core
OG0010848	1	1	1	1	0	4	core
OG0010849	1	1	1	1	0	4	core
OG0010850	1	1	1	1	0	4	core
OG0010851	1	1	1	1	0	4	core
OG0010852	1	1	1	1	0	4	core
OG0010853	1	1	1	1	0	4	core
OG0010854	1	1	1	1	0	4	core
OG0010855	1	1	1	1	0	4	core
OG0010856	1	1	1	1	0	4	core
OG0010857	1	1	1	1	0	4	core
OG0010858	1	1	1	1	0	4	core
OG0010859	1	1	1	1	0	4	core
OG0010860	1	1	1	1	0	4	core
OG0010861	1	1	1	1	0	4	core
OG0010862	1	1	1	1	0	4	core
OG0010863	1	1	1	1	0	4	core
OG0010864	1	0	1	1	1	3	shell
OG0010865	1	1	1	1	0	4	core
OG0010866	1	1	1	1	0	4	core
OG0010867	1	1	1	1	0	4	core
OG0010868	1	1	1	1	0	4	core
OG0010869	1	1	1	0	1	3	shell
OG0010870	1	1	1	1	0	4	core
OG0010871	1	1	1	1	0	4	core
OG0010872	1	1	1	1	0	4	core
OG0010873	1	1	1	1	0	4	core
OG0010874	1	1	1	1	0	4	core
OG0010875	1	1	1	1	0	4	core
OG0010876	1	1	1	1	0	4	core
OG0010877	1	1	1	1	0	4	core
OG0010878	1	1	1	1	0	4	core
OG0010879	1	1	1	1	0	4	core
OG0010880	1	1	1	1	0	4	core
OG0010881	1	1	1	1	0	4	core
OG0010882	1	1	1	1	0	4	core
OG0010883	1	1	0	1	1	3	shell
OG0010884	1	1	1	1	0	4	core
OG0010885	1	1	1	1	0	4	core
OG0010886	1	1	1	1	0	4	core
OG0010887	1	1	1	1	0	4	core
OG0010888	1	1	1	1	0	4	core
OG0010889	1	1	1	1	0	4	core
OG0010890	1	1	1	1	0	4	core
OG0010891	1	1	1	1	0	4	core
OG0010892	1	1	1	1	0	4	core
OG0010893	1	1	1	1	0	4	core
OG0010894	1	0	1	0	2	2	shell
OG0010895	1	1	1	1	0	4	core
OG0010896	1	1	1	1	0	4	core
OG0010897	1	1	1	1	0	4	core
OG0010898	1	1	1	1	0	4	core
OG0010899	1	1	1	1	0	4	core
OG0010900	1	1	1	1	0	4	core
OG0010901	1	1	1	1	0	4	core
OG0010902	1	1	1	1	0	4	core
OG0010903	1	1	1	1	0	4	core
OG0010904	1	1	1	1	0	4	core
OG0010905	1	1	1	1	0	4	core
OG0010906	1	1	1	0	1	3	shell
OG0010907	1	1	1	1	0	4	core
OG0010908	1	1	1	1	0	4	core
OG0010909	1	1	1	1	0	4	core
OG0010910	1	1	1	1	0	4	core
OG0010911	1	1	1	1	0	4	core
OG0010912	1	1	1	1	0	4	core
OG0010913	1	1	1	1	0	4	core
OG0010914	1	1	1	1	0	4	core
OG0010915	1	1	0	1	1	3	shell
OG0010916	1	1	1	1	0	4	core
OG0010917	1	1	1	1	0	4	core
OG0010918	1	1	1	1	0	4	core
OG0010919	1	1	1	1	0	4	core
OG0010920	1	1	1	1	0	4	core
OG0010921	1	1	1	1	0	4	core
OG0010922	1	1	1	1	0	4	core
OG0010923	1	1	1	1	0	4	core
OG0010924	1	1	1	1	0	4	core
OG0010925	1	1	1	1	0	4	core
OG0010926	1	1	1	1	0	4	core
OG0010927	1	1	0	1	1	3	shell
OG0010928	1	1	1	1	0	4	core
OG0010929	1	1	1	1	0	4	core
OG0010930	1	1	1	1	0	4	core
OG0010931	1	1	1	1	0	4	core
OG0010932	1	1	1	1	0	4	core
OG0010933	1	1	1	1	0	4	core
OG0010934	1	1	1	1	0	4	core
OG0010935	1	1	1	1	0	4	core
OG0010936	1	1	1	1	0	4	core
OG0010937	1	1	1	1	0	4	core
OG0010938	1	1	1	1	0	4	core
OG0010939	1	1	0	1	1	3	shell
OG0010940	1	1	1	1	0	4	core
OG0010941	1	1	1	1	0	4	core
OG0010942	1	1	1	1	0	4	core
OG0010943	1	1	0	1	1	3	shell
OG0010944	1	1	1	1	0	4	core
OG0010945	1	1	1	1	0	4	core
OG0010946	1	1	1	1	0	4	core
OG0010947	1	1	1	1	0	4	core
OG0010948	1	1	0	1	1	3	shell
OG0010949	1	1	1	1	0	4	core
OG0010950	1	1	1	1	0	4	core
OG0010951	1	1	1	1	0	4	core
OG0010952	1	1	1	1	0	4	core
OG0010953	1	1	1	1	0	4	core
OG0010954	1	1	1	1	0	4	core
OG0010955	1	1	1	1	0	4	core
OG0010956	1	1	1	1	0	4	core
OG0010957	1	1	1	1	0	4	core
OG0010958	1	1	1	1	0	4	core
OG0010959	1	1	1	1	0	4	core
OG0010960	1	1	1	1	0	4	core
OG0010961	1	1	1	1	0	4	core
OG0010962	1	1	1	1	0	4	core
OG0010963	1	1	1	1	0	4	core
OG0010964	1	0	1	1	1	3	shell
OG0010965	1	1	1	1	0	4	core
OG0010966	1	1	0	1	1	3	shell
OG0010967	1	1	1	1	0	4	core
OG0010968	1	1	1	1	0	4	core
OG0010969	1	1	1	1	0	4	core
OG0010970	1	1	1	1	0	4	core
OG0010971	1	1	0	1	1	3	shell
OG0010972	1	1	1	1	0	4	core
OG0010973	1	1	1	1	0	4	core
OG0010974	1	1	1	1	0	4	core
OG0010975	1	1	1	1	0	4	core
OG0010976	1	1	1	1	0	4	core
OG0010977	1	1	1	1	0	4	core
OG0010978	1	1	1	1	0	4	core
OG0010979	1	1	1	1	0	4	core
OG0010980	1	1	1	1	0	4	core
OG0010981	1	1	1	1	0	4	core
OG0010982	1	1	1	1	0	4	core
OG0010983	1	1	1	1	0	4	core
OG0010984	1	1	1	1	0	4	core
OG0010985	1	1	1	1	0	4	core
OG0010986	1	1	1	1	0	4	core
OG0010987	1	0	1	1	1	3	shell
OG0010988	1	1	1	1	0	4	core
OG0010989	1	1	1	1	0	4	core
OG0010990	1	1	1	1	0	4	core
OG0010991	1	1	1	1	0	4	core
OG0010992	1	1	1	1	0	4	core
OG0010993	1	1	1	1	0	4	core
OG0010994	1	1	1	1	0	4	core
OG0010995	1	1	1	1	0	4	core
OG0010996	1	1	1	1	0	4	core
OG0010997	1	1	1	1	0	4	core
OG0010998	1	1	1	1	0	4	core
OG0010999	1	1	1	1	0	4	core
OG0011000	1	1	1	1	0	4	core
OG0011001	1	1	1	1	0	4	core
OG0011002	1	1	1	1	0	4	core
OG0011003	1	1	1	1	0	4	core
OG0011004	1	1	1	1	0	4	core
OG0011005	1	1	1	1	0	4	core
OG0011006	1	1	1	1	0	4	core
OG0011007	1	1	1	1	0	4	core
OG0011008	1	1	1	1	0	4	core
OG0011009	1	1	1	1	0	4	core
OG0011010	1	1	1	1	0	4	core
OG0011011	1	1	1	1	0	4	core
OG0011012	1	0	1	1	1	3	shell
OG0011013	1	0	1	1	1	3	shell
OG0011014	1	0	1	1	1	3	shell
OG0011015	1	1	1	1	0	4	core
OG0011016	1	1	1	1	0	4	core
OG0011017	1	1	1	1	0	4	core
OG0011018	1	1	1	1	0	4	core
OG0011019	1	1	1	1	0	4	core
OG0011020	1	1	0	1	1	3	shell
OG0011021	1	1	1	1	0	4	core
OG0011022	1	1	1	1	0	4	core
OG0011023	1	1	1	1	0	4	core
OG0011024	1	0	1	1	1	3	shell
OG0011025	1	0	1	1	1	3	shell
OG0011026	1	1	1	1	0	4	core
OG0011027	1	1	1	1	0	4	core
OG0011028	1	1	1	1	0	4	core
OG0011029	1	0	1	1	1	3	shell
OG0011030	1	1	1	1	0	4	core
OG0011031	1	1	1	1	0	4	core
OG0011032	1	1	1	1	0	4	core
OG0011033	1	1	1	1	0	4	core
OG0011034	1	1	1	1	0	4	core
OG0011035	1	1	1	1	0	4	core
OG0011036	1	1	1	1	0	4	core
OG0011037	1	1	1	1	0	4	core
OG0011038	1	1	1	1	0	4	core
OG0011039	1	1	1	1	0	4	core
OG0011040	1	1	1	1	0	4	core
OG0011041	1	1	1	1	0	4	core
OG0011042	1	1	1	1	0	4	core
OG0011043	1	1	1	1	0	4	core
OG0011044	1	1	1	1	0	4	core
OG0011045	1	1	1	0	1	3	shell
OG0011046	1	1	1	1	0	4	core
OG0011047	1	1	1	1	0	4	core
OG0011048	1	1	1	1	0	4	core
OG0011049	1	1	1	1	0	4	core
OG0011050	1	1	1	1	0	4	core
OG0011051	1	1	1	1	0	4	core
OG0011052	1	1	1	1	0	4	core
OG0011053	1	1	1	1	0	4	core
OG0011054	1	1	1	1	0	4	core
OG0011055	1	1	1	0	1	3	shell
OG0011056	1	0	1	1	1	3	shell
OG0011057	1	1	1	1	0	4	core
OG0011058	1	0	1	1	1	3	shell
OG0011059	1	0	1	1	1	3	shell
OG0011060	1	1	1	1	0	4	core
OG0011061	1	1	1	1	0	4	core
OG0011062	1	1	1	1	0	4	core
OG0011063	1	1	1	1	0	4	core
OG0011064	1	1	1	1	0	4	core
OG0011065	1	1	1	1	0	4	core
OG0011066	1	1	1	1	0	4	core
OG0011067	1	1	1	1	0	4	core
OG0011068	1	1	1	1	0	4	core
OG0011069	1	1	1	1	0	4	core
OG0011070	1	1	0	1	1	3	shell
OG0011071	1	1	1	1	0	4	core
OG0011072	1	1	1	1	0	4	core
OG0011073	1	1	1	0	1	3	shell
OG0011074	1	1	1	0	1	3	shell
OG0011075	1	1	1	1	0	4	core
OG0011076	1	1	1	1	0	4	core
OG0011077	1	1	1	1	0	4	core
OG0011078	1	1	1	1	0	4	core
OG0011079	1	1	1	1	0	4	core
OG0011080	1	1	1	1	0	4	core
OG0011081	1	1	1	1	0	4	core
OG0011082	1	1	1	1	0	4	core
OG0011083	1	1	1	1	0	4	core
OG0011084	1	1	1	1	0	4	core
OG0011085	1	1	1	1	0	4	core
OG0011086	1	1	1	1	0	4	core
OG0011087	1	1	1	1	0	4	core
OG0011088	1	1	1	1	0	4	core
OG0011089	1	1	1	1	0	4	core
OG0011090	1	1	1	1	0	4	core
OG0011091	1	1	1	1	0	4	core
OG0011092	1	1	1	1	0	4	core
OG0011093	1	1	1	1	0	4	core
OG0011094	1	1	1	1	0	4	core
OG0011095	1	3	0	0	0	2	shell
OG0011096	1	1	1	1	0	4	core
OG0011097	1	1	1	1	0	4	core
OG0011098	1	1	1	1	0	4	core
OG0011099	1	1	1	1	0	4	core
OG0011100	1	1	1	0	1	3	shell
OG0011101	1	1	1	1	0	4	core
OG0011102	1	0	1	1	1	3	shell
OG0011103	1	0	1	1	1	3	shell
OG0011104	1	0	1	1	1	3	shell
OG0011105	1	0	1	1	1	3	shell
OG0011106	1	0	1	1	1	3	shell
OG0011107	1	1	1	1	0	4	core
OG0011108	1	1	1	1	0	4	core
OG0011109	1	1	1	1	0	4	core
OG0011110	1	1	1	1	0	4	core
OG0011111	1	1	1	1	0	4	core
OG0011112	1	1	1	1	0	4	core
OG0011113	1	0	1	1	1	3	shell
OG0011114	1	0	1	1	1	3	shell
OG0011115	1	0	1	1	1	3	shell
OG0011116	1	0	1	1	1	3	shell
OG0011117	1	0	1	1	1	3	shell
OG0011118	1	1	1	1	0	4	core
OG0011119	1	1	1	1	0	4	core
OG0011120	1	1	1	1	0	4	core
OG0011121	1	1	1	1	0	4	core
OG0011122	1	1	1	1	0	4	core
OG0011123	1	1	1	1	0	4	core
OG0011124	1	1	1	1	0	4	core
OG0011125	1	1	1	1	0	4	core
OG0011126	1	1	1	1	0	4	core
OG0011127	1	1	1	1	0	4	core
OG0011128	1	1	1	1	0	4	core
OG0011129	1	1	1	1	0	4	core
OG0011130	1	0	1	1	1	3	shell
OG0011131	1	0	1	1	1	3	shell
OG0011132	1	1	1	1	0	4	core
OG0011133	1	1	1	1	0	4	core
OG0011134	1	1	0	1	1	3	shell
OG0011135	1	1	1	1	0	4	core
OG0011136	1	1	1	1	0	4	core
OG0011137	1	1	1	1	0	4	core
OG0011138	1	1	1	1	0	4	core
OG0011139	1	1	1	1	0	4	core
OG0011140	1	1	1	1	0	4	core
OG0011141	1	1	1	1	0	4	core
OG0011142	1	0	1	1	1	3	shell
OG0011143	1	1	1	1	0	4	core
OG0011144	1	1	1	1	0	4	core
OG0011145	1	1	1	1	0	4	core
OG0011146	1	1	1	1	0	4	core
OG0011147	1	1	1	1	0	4	core
OG0011148	1	1	1	1	0	4	core
OG0011149	1	1	0	1	1	3	shell
OG0011150	1	1	1	1	0	4	core
OG0011151	1	1	1	1	0	4	core
OG0011152	1	1	1	1	0	4	core
OG0011153	1	0	1	1	1	3	shell
OG0011154	1	1	1	1	0	4	core
OG0011155	1	1	1	1	0	4	core
OG0011156	1	1	1	1	0	4	core
OG0011157	1	0	1	1	1	3	shell
OG0011158	1	1	1	1	0	4	core
OG0011159	1	1	1	1	0	4	core
OG0011160	1	1	1	1	0	4	core
OG0011161	1	1	1	1	0	4	core
OG0011162	1	1	1	1	0	4	core
OG0011163	1	1	1	1	0	4	core
OG0011164	1	1	1	1	0	4	core
OG0011165	1	1	1	1	0	4	core
OG0011166	1	1	1	1	0	4	core
OG0011167	1	1	1	1	0	4	core
OG0011168	1	1	1	0	1	3	shell
OG0011169	1	1	0	1	1	3	shell
OG0011170	1	1	1	1	0	4	core
OG0011171	1	0	1	1	1	3	shell
OG0011172	1	1	1	1	0	4	core
OG0011173	1	1	1	1	0	4	core
OG0011174	1	1	1	1	0	4	core
OG0011175	1	1	1	1	0	4	core
OG0011176	1	1	1	1	0	4	core
OG0011177	1	1	1	1	0	4	core
OG0011178	1	1	1	1	0	4	core
OG0011179	1	1	1	1	0	4	core
OG0011180	1	1	1	1	0	4	core
OG0011181	1	1	1	1	0	4	core
OG0011182	1	1	1	1	0	4	core
OG0011183	1	1	1	1	0	4	core
OG0011184	1	0	1	1	1	3	shell
OG0011185	1	0	1	1	1	3	shell
OG0011186	1	0	1	1	1	3	shell
OG0011187	1	0	1	1	1	3	shell
OG0011188	1	1	1	1	0	4	core
OG0011189	1	1	1	1	0	4	core
OG0011190	1	1	1	1	0	4	core
OG0011191	1	1	1	1	0	4	core
OG0011192	1	1	1	1	0	4	core
OG0011193	1	1	1	1	0	4	core
OG0011194	1	1	1	1	0	4	core
OG0011195	1	1	1	1	0	4	core
OG0011196	1	1	1	1	0	4	core
OG0011197	1	1	1	1	0	4	core
OG0011198	1	1	1	1	0	4	core
OG0011199	1	1	1	1	0	4	core
OG0011200	1	1	1	1	0	4	core
OG0011201	1	1	1	1	0	4	core
OG0011202	1	1	1	1	0	4	core
OG0011203	1	1	1	1	0	4	core
OG0011204	1	1	1	1	0	4	core
OG0011205	1	1	0	1	1	3	shell
OG0011206	1	1	1	1	0	4	core
OG0011207	1	1	1	1	0	4	core
OG0011208	1	1	1	1	0	4	core
OG0011209	1	1	1	1	0	4	core
OG0011210	1	1	1	0	1	3	shell
OG0011211	1	1	1	1	0	4	core
OG0011212	1	0	1	1	1	3	shell
OG0011213	1	1	1	1	0	4	core
OG0011214	1	1	1	1	0	4	core
OG0011215	1	1	1	1	0	4	core
OG0011216	1	0	1	1	1	3	shell
OG0011217	1	1	1	1	0	4	core
OG0011218	1	1	1	1	0	4	core
OG0011219	1	1	1	1	0	4	core
OG0011220	1	1	1	1	0	4	core
OG0011221	1	1	1	1	0	4	core
OG0011222	1	1	0	1	1	3	shell
OG0011223	1	0	1	1	1	3	shell
OG0011224	1	1	1	1	0	4	core
OG0011225	1	1	1	1	0	4	core
OG0011226	1	1	1	1	0	4	core
OG0011227	1	1	1	1	0	4	core
OG0011228	1	1	1	1	0	4	core
OG0011229	1	1	1	1	0	4	core
OG0011230	1	1	1	1	0	4	core
OG0011231	1	1	1	1	0	4	core
OG0011232	1	1	1	1	0	4	core
OG0011233	1	1	1	1	0	4	core
OG0011234	1	1	1	1	0	4	core
OG0011235	1	1	1	1	0	4	core
OG0011236	1	1	1	1	0	4	core
OG0011237	1	1	1	1	0	4	core
OG0011238	1	1	1	1	0	4	core
OG0011239	1	1	1	1	0	4	core
OG0011240	1	1	1	1	0	4	core
OG0011241	1	1	1	1	0	4	core
OG0011242	1	1	1	1	0	4	core
OG0011243	1	1	1	1	0	4	core
OG0011244	1	1	1	1	0	4	core
OG0011245	1	1	1	1	0	4	core
OG0011246	1	1	1	1	0	4	core
OG0011247	1	1	1	1	0	4	core
OG0011248	1	1	1	1	0	4	core
OG0011249	1	1	1	1	0	4	core
OG0011250	1	1	1	1	0	4	core
OG0011251	1	1	1	1	0	4	core
OG0011252	1	1	1	1	0	4	core
OG0011253	1	1	1	1	0	4	core
OG0011254	1	1	1	1	0	4	core
OG0011255	1	1	1	1	0	4	core
OG0011256	1	1	1	1	0	4	core
OG0011257	1	1	1	0	1	3	shell
OG0011258	1	1	1	1	0	4	core
OG0011259	1	1	1	1	0	4	core
OG0011260	1	1	1	1	0	4	core
OG0011261	1	1	1	1	0	4	core
OG0011262	1	1	1	1	0	4	core
OG0011263	0	1	1	1	1	3	shell
OG0011264	0	1	1	1	1	3	shell
OG0011265	0	1	1	1	1	3	shell
OG0011266	0	1	1	1	1	3	shell
OG0011267	0	1	1	1	1	3	shell
OG0011268	0	1	1	1	1	3	shell
OG0011269	0	1	1	1	1	3	shell
OG0011270	0	1	1	1	1	3	shell
OG0011271	0	2	0	0	2	1	cloud
OG0011272	0	2	0	2	0	2	shell
OG0011273	0	2	0	0	2	1	cloud
OG0011274	0	1	1	1	1	3	shell
OG0011275	0	1	1	1	1	3	shell
OG0011276	0	1	1	1	1	3	shell
OG0011277	0	1	1	1	1	3	shell
OG0011278	0	1	1	1	1	3	shell
OG0011279	0	1	2	1	0	3	shell
OG0011280	0	1	1	1	1	3	shell
OG0011281	0	1	1	1	1	3	shell
OG0011282	0	1	1	1	1	3	shell
OG0011283	0	1	1	1	1	3	shell
OG0011284	0	1	1	1	1	3	shell
OG0011285	0	1	1	1	1	3	shell
OG0011286	0	1	1	1	1	3	shell
OG0011287	0	1	1	1	1	3	shell
OG0011288	0	1	1	1	1	3	shell
OG0011289	0	1	1	1	1	3	shell
OG0011290	0	1	1	1	1	3	shell
OG0011291	0	1	1	1	1	3	shell
OG0011292	0	1	1	1	1	3	shell
OG0011293	0	1	1	1	1	3	shell
OG0011294	0	1	0	0	3	1	cloud
OG0011295	0	1	1	1	1	3	shell
OG0011296	0	1	1	1	1	3	shell
OG0011297	0	1	1	1	1	3	shell
OG0011298	0	1	1	1	1	3	shell
OG0011299	0	1	1	1	1	3	shell
OG0011300	0	1	1	1	1	3	shell
OG0011301	0	2	0	2	0	2	shell
OG0011302	0	1	1	1	1	3	shell
OG0011303	0	1	1	1	1	3	shell
OG0011304	0	1	1	1	1	3	shell
OG0011305	0	1	1	1	1	3	shell
OG0011306	0	1	1	1	1	3	shell
OG0011307	0	1	1	1	1	3	shell
OG0011308	0	1	1	1	1	3	shell
OG0011309	0	1	1	1	1	3	shell
OG0011310	0	1	1	1	1	3	shell
OG0011311	0	1	1	1	1	3	shell
OG0011312	0	1	1	1	1	3	shell
OG0011313	0	1	1	1	1	3	shell
OG0011314	0	1	1	1	1	3	shell
OG0011315	0	1	1	1	1	3	shell
OG0011316	0	1	1	1	1	3	shell
OG0011317	0	1	1	1	1	3	shell
OG0011318	0	1	1	1	1	3	shell
OG0011319	0	1	1	1	1	3	shell
OG0011320	0	1	1	1	1	3	shell
OG0011321	0	1	1	1	1	3	shell
OG0011322	0	1	1	1	1	3	shell
OG0011323	0	1	1	1	1	3	shell
OG0011324	0	1	1	1	1	3	shell
OG0011325	0	1	1	1	1	3	shell
OG0011326	0	1	1	1	1	3	shell
OG0011327	0	1	1	1	1	3	shell
OG0011328	0	1	1	1	1	3	shell
OG0011329	0	1	1	1	1	3	shell
OG0011330	0	1	1	1	1	3	shell
OG0011331	0	1	1	1	1	3	shell
OG0011332	0	1	1	1	1	3	shell
OG0011333	0	1	1	1	1	3	shell
OG0011334	0	1	1	1	1	3	shell
OG0011335	0	1	1	1	1	3	shell
OG0011336	0	1	1	1	1	3	shell
OG0011337	0	1	1	1	1	3	shell
OG0011338	0	1	1	1	1	3	shell
OG0011339	0	1	1	1	1	3	shell
OG0011340	0	1	1	1	1	3	shell
OG0011341	0	1	1	1	1	3	shell
OG0011342	0	1	1	1	1	3	shell
OG0011343	0	1	1	1	1	3	shell
OG0011344	0	1	1	2	0	3	shell
OG0011345	0	1	1	1	1	3	shell
OG0011346	0	1	2	0	1	2	shell
OG0011347	0	1	1	1	1	3	shell
OG0011348	0	1	1	1	1	3	shell
OG0011349	0	1	1	1	1	3	shell
OG0011350	0	1	1	1	1	3	shell
OG0011351	0	1	1	1	1	3	shell
OG0011352	0	1	1	1	1	3	shell
OG0011353	0	1	1	1	1	3	shell
OG0011354	0	1	1	1	1	3	shell
OG0011355	0	1	1	1	1	3	shell
OG0011356	0	1	1	1	1	3	shell
OG0011357	0	1	1	1	1	3	shell
OG0011358	0	1	1	1	1	3	shell
OG0011359	0	1	1	1	1	3	shell
OG0011360	0	1	1	1	1	3	shell
OG0011361	0	1	1	1	1	3	shell
OG0011362	0	1	1	1	1	3	shell
OG0011363	0	1	1	1	1	3	shell
OG0011364	0	1	1	1	1	3	shell
OG0011365	0	1	1	1	1	3	shell
OG0011366	0	1	1	2	0	3	shell
OG0011367	0	1	1	0	2	2	shell
OG0011368	0	1	1	1	1	3	shell
OG0011369	0	1	1	1	1	3	shell
OG0011370	0	1	1	1	1	3	shell
OG0011371	0	1	1	1	1	3	shell
OG0011372	0	1	1	1	1	3	shell
OG0011373	0	1	1	1	1	3	shell
OG0011374	0	1	1	1	1	3	shell
OG0011375	0	1	1	1	1	3	shell
OG0011376	0	1	1	1	1	3	shell
OG0011377	0	1	1	1	1	3	shell
OG0011378	0	1	1	1	1	3	shell
OG0011379	0	1	1	1	1	3	shell
OG0011380	0	1	1	1	1	3	shell
OG0011381	0	1	1	1	1	3	shell
OG0011382	0	1	1	1	1	3	shell
OG0011383	0	1	1	2	0	3	shell
OG0011384	0	1	1	1	1	3	shell
OG0011385	0	1	1	1	1	3	shell
OG0011386	0	1	1	1	1	3	shell
OG0011387	0	1	0	0	3	1	cloud
OG0011388	0	1	1	1	1	3	shell
OG0011389	0	1	1	1	1	3	shell
OG0011390	0	1	1	1	1	3	shell
OG0011391	0	1	1	1	1	3	shell
OG0011392	0	1	1	1	1	3	shell
OG0011393	0	1	1	1	1	3	shell
OG0011394	0	1	1	1	1	3	shell
OG0011395	0	1	1	1	1	3	shell
OG0011396	0	1	1	1	1	3	shell
OG0011397	0	1	1	1	1	3	shell
OG0011398	0	1	1	1	1	3	shell
OG0011399	0	1	1	1	1	3	shell
OG0011400	0	1	1	1	1	3	shell
OG0011401	0	1	1	1	1	3	shell
OG0011402	0	1	1	1	1	3	shell
OG0011403	0	1	1	1	1	3	shell
OG0011404	0	1	1	1	1	3	shell
OG0011405	0	1	1	1	1	3	shell
OG0011406	0	1	1	1	1	3	shell
OG0011407	0	1	1	1	1	3	shell
OG0011408	0	1	1	1	1	3	shell
OG0011409	0	1	1	1	1	3	shell
OG0011410	0	1	1	1	1	3	shell
OG0011411	0	1	1	1	1	3	shell
OG0011412	0	1	1	1	1	3	shell
OG0011413	0	1	1	1	1	3	shell
OG0011414	0	1	1	1	1	3	shell
OG0011415	0	1	1	1	1	3	shell
OG0011416	0	1	1	1	1	3	shell
OG0011417	0	1	1	1	1	3	shell
OG0011418	0	1	1	1	1	3	shell
OG0011419	0	1	1	1	1	3	shell
OG0011420	0	1	1	1	1	3	shell
OG0011421	0	1	1	1	1	3	shell
OG0011422	0	1	1	1	1	3	shell
OG0011423	0	1	1	1	1	3	shell
OG0011424	0	1	1	1	1	3	shell
OG0011425	0	1	1	1	1	3	shell
OG0011426	0	1	1	1	1	3	shell
OG0011427	0	1	1	1	1	3	shell
OG0011428	0	1	1	1	1	3	shell
OG0011429	0	1	1	1	1	3	shell
OG0011430	0	1	1	1	1	3	shell
OG0011431	0	1	1	1	1	3	shell
OG0011432	0	1	1	1	1	3	shell
OG0011433	0	1	1	1	1	3	shell
OG0011434	0	1	1	1	1	3	shell
OG0011435	0	1	1	1	1	3	shell
OG0011436	0	1	1	1	1	3	shell
OG0011437	0	1	1	1	1	3	shell
OG0011438	0	1	1	1	1	3	shell
OG0011439	0	1	1	1	1	3	shell
OG0011440	0	1	1	1	1	3	shell
OG0011441	0	1	1	1	1	3	shell
OG0011442	0	1	1	1	1	3	shell
OG0011443	0	1	1	1	1	3	shell
OG0011444	0	1	1	1	1	3	shell
OG0011445	0	1	1	1	1	3	shell
OG0011446	0	1	1	1	1	3	shell
OG0011447	0	1	1	1	1	3	shell
OG0011448	0	1	1	1	1	3	shell
OG0011449	0	1	1	1	1	3	shell
OG0011450	0	1	1	1	1	3	shell
OG0011451	0	1	1	1	1	3	shell
OG0011452	0	1	1	1	1	3	shell
OG0011453	0	1	1	1	1	3	shell
OG0011454	0	1	1	1	1	3	shell
OG0011455	0	1	1	1	1	3	shell
OG0011456	0	1	1	1	1	3	shell
OG0011457	0	1	1	1	1	3	shell
OG0011458	0	1	1	1	1	3	shell
OG0011459	0	1	1	1	1	3	shell
OG0011460	0	1	1	1	1	3	shell
OG0011461	0	1	1	1	1	3	shell
OG0011462	0	1	1	1	1	3	shell
OG0011463	0	1	1	1	1	3	shell
OG0011464	0	1	1	1	1	3	shell
OG0011465	0	1	1	1	1	3	shell
OG0011466	0	1	1	1	1	3	shell
OG0011467	0	1	1	1	1	3	shell
OG0011468	0	1	1	1	1	3	shell
OG0011469	0	1	1	1	1	3	shell
OG0011470	0	1	1	1	1	3	shell
OG0011471	0	1	1	1	1	3	shell
OG0011472	0	1	1	1	1	3	shell
OG0011473	0	1	1	1	1	3	shell
OG0011474	0	1	1	1	1	3	shell
OG0011475	0	1	1	1	1	3	shell
OG0011476	0	1	0	2	1	2	shell
OG0011477	0	1	1	1	1	3	shell
OG0011478	0	1	1	1	1	3	shell
OG0011479	0	1	1	1	1	3	shell
OG0011480	0	1	1	1	1	3	shell
OG0011481	0	1	1	1	1	3	shell
OG0011482	0	1	1	1	1	3	shell
OG0011483	0	1	1	1	1	3	shell
OG0011484	0	1	1	1	1	3	shell
OG0011485	0	1	1	1	1	3	shell
OG0011486	0	1	1	1	1	3	shell
OG0011487	0	1	1	1	1	3	shell
OG0011488	0	1	1	1	1	3	shell
OG0011489	0	1	1	1	1	3	shell
OG0011490	0	1	1	1	1	3	shell
OG0011491	0	1	1	1	1	3	shell
OG0011492	0	1	1	1	1	3	shell
OG0011493	0	1	1	1	1	3	shell
OG0011494	0	1	1	1	1	3	shell
OG0011495	0	1	1	1	1	3	shell
OG0011496	0	1	1	1	1	3	shell
OG0011497	0	1	1	1	1	3	shell
OG0011498	0	1	1	1	1	3	shell
OG0011499	0	1	1	1	1	3	shell
OG0011500	0	1	1	1	1	3	shell
OG0011501	0	1	1	1	1	3	shell
OG0011502	0	1	1	1	1	3	shell
OG0011503	0	1	1	1	1	3	shell
OG0011504	0	1	1	1	1	3	shell
OG0011505	0	1	1	2	0	3	shell
OG0011506	0	1	1	1	1	3	shell
OG0011507	0	1	1	1	1	3	shell
OG0011508	0	1	1	1	1	3	shell
OG0011509	0	1	1	1	1	3	shell
OG0011510	0	1	1	1	1	3	shell
OG0011511	0	1	1	1	1	3	shell
OG0011512	0	1	1	1	1	3	shell
OG0011513	0	1	1	1	1	3	shell
OG0011514	0	1	1	1	1	3	shell
OG0011515	0	1	1	1	1	3	shell
OG0011516	0	1	1	1	1	3	shell
OG0011517	0	1	1	1	1	3	shell
OG0011518	0	1	1	1	1	3	shell
OG0011519	0	1	1	1	1	3	shell
OG0011520	0	1	1	1	1	3	shell
OG0011521	0	1	1	1	1	3	shell
OG0011522	0	1	1	1	1	3	shell
OG0011523	0	1	1	1	1	3	shell
OG0011524	0	1	1	1	1	3	shell
